id,gender,race,age,path,mask
0,0,Asian,58,/opt/ml/input/data/train/images/001024_male_Asian_58/incorrect_mask.jpg,1
0,0,Asian,58,/opt/ml/input/data/train/images/001024_male_Asian_58/mask1.jpg,0
0,0,Asian,58,/opt/ml/input/data/train/images/001024_male_Asian_58/mask2.jpg,0
0,0,Asian,58,/opt/ml/input/data/train/images/001024_male_Asian_58/mask3.jpg,0
0,0,Asian,58,/opt/ml/input/data/train/images/001024_male_Asian_58/mask4.jpg,0
0,0,Asian,58,/opt/ml/input/data/train/images/001024_male_Asian_58/mask5.jpg,0
0,0,Asian,58,/opt/ml/input/data/train/images/001024_male_Asian_58/normal.jpg,2
1,0,Asian,19,/opt/ml/input/data/train/images/006096_male_Asian_19/incorrect_mask.jpg,1
1,0,Asian,19,/opt/ml/input/data/train/images/006096_male_Asian_19/mask1.jpg,0
1,0,Asian,19,/opt/ml/input/data/train/images/006096_male_Asian_19/mask2.jpg,0
1,0,Asian,19,/opt/ml/input/data/train/images/006096_male_Asian_19/mask3.jpg,0
1,0,Asian,19,/opt/ml/input/data/train/images/006096_male_Asian_19/mask4.jpg,0
1,0,Asian,19,/opt/ml/input/data/train/images/006096_male_Asian_19/mask5.jpg,0
1,0,Asian,19,/opt/ml/input/data/train/images/006096_male_Asian_19/normal.jpg,2
2,1,Asian,36,/opt/ml/input/data/train/images/004389_female_Asian_36/incorrect_mask.jpg,1
2,1,Asian,36,/opt/ml/input/data/train/images/004389_female_Asian_36/mask1.jpg,0
2,1,Asian,36,/opt/ml/input/data/train/images/004389_female_Asian_36/mask2.jpg,0
2,1,Asian,36,/opt/ml/input/data/train/images/004389_female_Asian_36/mask3.jpg,0
2,1,Asian,36,/opt/ml/input/data/train/images/004389_female_Asian_36/mask4.jpg,0
2,1,Asian,36,/opt/ml/input/data/train/images/004389_female_Asian_36/mask5.jpg,0
2,1,Asian,36,/opt/ml/input/data/train/images/004389_female_Asian_36/normal.jpg,2
3,0,Asian,19,/opt/ml/input/data/train/images/006649_male_Asian_19/incorrect_mask.jpeg,1
3,0,Asian,19,/opt/ml/input/data/train/images/006649_male_Asian_19/mask1.jpeg,0
3,0,Asian,19,/opt/ml/input/data/train/images/006649_male_Asian_19/mask2.jpeg,0
3,0,Asian,19,/opt/ml/input/data/train/images/006649_male_Asian_19/mask3.jpeg,0
