age,gender,path
1,0,/opt/ml/input/ext_data/fairface/train/1.jpg
1,0,/opt/ml/input/ext_data/fairface/train/11.jpg
0,0,/opt/ml/input/ext_data/fairface/train/12.jpg
0,1,/opt/ml/input/ext_data/fairface/train/32.jpg
0,0,/opt/ml/input/ext_data/fairface/train/35.jpg
2,0,/opt/ml/input/ext_data/fairface/train/47.jpg
1,1,/opt/ml/input/ext_data/fairface/train/54.jpg
1,0,/opt/ml/input/ext_data/fairface/train/65.jpg
0,1,/opt/ml/input/ext_data/fairface/train/98.jpg
0,1,/opt/ml/input/ext_data/fairface/train/100.jpg
1,0,/opt/ml/input/ext_data/fairface/train/105.jpg
0,1,/opt/ml/input/ext_data/fairface/train/122.jpg
1,1,/opt/ml/input/ext_data/fairface/train/126.jpg
1,1,/opt/ml/input/ext_data/fairface/train/139.jpg
0,1,/opt/ml/input/ext_data/fairface/train/140.jpg
1,0,/opt/ml/input/ext_data/fairface/train/142.jpg
2,0,/opt/ml/input/ext_data/fairface/train/144.jpg
0,1,/opt/ml/input/ext_data/fairface/train/164.jpg
0,0,/opt/ml/input/ext_data/fairface/train/169.jpg
0,0,/opt/ml/input/ext_data/fairface/train/190.jpg
0,1,/opt/ml/input/ext_data/fairface/train/191.jpg
0,0,/opt/ml/input/ext_data/fairface/train/194.jpg
0,1,/opt/ml/input/ext_data/fairface/train/204.jpg
0,1,/opt/ml/input/ext_data/fairface/train/235.jpg
1,1,/opt/ml/input/ext_data/fairface/train/250.jpg
0,1,/opt/ml/input/ext_data/fairface/train/252.jpg
1,0,/opt/ml/input/ext_data/fairface/train/283.jpg
0,1,/opt/ml/input/ext_data/fairface/train/288.jpg
0,0,/opt/ml/input/ext_data/fairface/train/290.jpg
1,1,/opt/ml/input/ext_data/fairface/train/307.jpg
0,1,/opt/ml/input/ext_data/fairface/train/311.jpg
0,1,/opt/ml/input/ext_data/fairface/train/320.jpg
1,1,/opt/ml/input/ext_data/fairface/train/325.jpg
1,0,/opt/ml/input/ext_data/fairface/train/326.jpg
1,0,/opt/ml/input/ext_data/fairface/train/329.jpg
0,1,/opt/ml/input/ext_data/fairface/train/330.jpg
0,1,/opt/ml/input/ext_data/fairface/train/335.jpg
1,0,/opt/ml/input/ext_data/fairface/train/353.jpg
1,1,/opt/ml/input/ext_data/fairface/train/355.jpg
1,0,/opt/ml/input/ext_data/fairface/train/357.jpg
0,1,/opt/ml/input/ext_data/fairface/train/358.jpg
1,1,/opt/ml/input/ext_data/fairface/train/369.jpg
1,0,/opt/ml/input/ext_data/fairface/train/373.jpg
1,1,/opt/ml/input/ext_data/fairface/train/382.jpg
1,1,/opt/ml/input/ext_data/fairface/train/383.jpg
0,0,/opt/ml/input/ext_data/fairface/train/386.jpg
1,1,/opt/ml/input/ext_data/fairface/train/389.jpg
0,0,/opt/ml/input/ext_data/fairface/train/390.jpg
1,0,/opt/ml/input/ext_data/fairface/train/398.jpg
0,0,/opt/ml/input/ext_data/fairface/train/422.jpg
0,0,/opt/ml/input/ext_data/fairface/train/446.jpg
1,0,/opt/ml/input/ext_data/fairface/train/449.jpg
0,1,/opt/ml/input/ext_data/fairface/train/452.jpg
0,0,/opt/ml/input/ext_data/fairface/train/461.jpg
0,1,/opt/ml/input/ext_data/fairface/train/462.jpg
1,0,/opt/ml/input/ext_data/fairface/train/465.jpg
0,1,/opt/ml/input/ext_data/fairface/train/473.jpg
1,1,/opt/ml/input/ext_data/fairface/train/481.jpg
1,1,/opt/ml/input/ext_data/fairface/train/490.jpg
0,1,/opt/ml/input/ext_data/fairface/train/493.jpg
0,1,/opt/ml/input/ext_data/fairface/train/497.jpg
1,1,/opt/ml/input/ext_data/fairface/train/499.jpg
0,1,/opt/ml/input/ext_data/fairface/train/504.jpg
0,1,/opt/ml/input/ext_data/fairface/train/509.jpg
0,1,/opt/ml/input/ext_data/fairface/train/512.jpg
1,0,/opt/ml/input/ext_data/fairface/train/536.jpg
0,0,/opt/ml/input/ext_data/fairface/train/539.jpg
0,1,/opt/ml/input/ext_data/fairface/train/566.jpg
1,0,/opt/ml/input/ext_data/fairface/train/584.jpg
1,1,/opt/ml/input/ext_data/fairface/train/615.jpg
2,1,/opt/ml/input/ext_data/fairface/train/619.jpg
1,1,/opt/ml/input/ext_data/fairface/train/623.jpg
0,1,/opt/ml/input/ext_data/fairface/train/627.jpg
0,0,/opt/ml/input/ext_data/fairface/train/634.jpg
0,1,/opt/ml/input/ext_data/fairface/train/638.jpg
1,1,/opt/ml/input/ext_data/fairface/train/653.jpg
0,0,/opt/ml/input/ext_data/fairface/train/692.jpg
0,1,/opt/ml/input/ext_data/fairface/train/704.jpg
1,0,/opt/ml/input/ext_data/fairface/train/721.jpg
0,1,/opt/ml/input/ext_data/fairface/train/748.jpg
0,1,/opt/ml/input/ext_data/fairface/train/753.jpg
0,1,/opt/ml/input/ext_data/fairface/train/758.jpg
1,0,/opt/ml/input/ext_data/fairface/train/761.jpg
0,0,/opt/ml/input/ext_data/fairface/train/767.jpg
0,0,/opt/ml/input/ext_data/fairface/train/772.jpg
0,0,/opt/ml/input/ext_data/fairface/train/786.jpg
0,0,/opt/ml/input/ext_data/fairface/train/804.jpg
0,0,/opt/ml/input/ext_data/fairface/train/808.jpg
0,1,/opt/ml/input/ext_data/fairface/train/809.jpg
1,0,/opt/ml/input/ext_data/fairface/train/810.jpg
1,1,/opt/ml/input/ext_data/fairface/train/819.jpg
1,0,/opt/ml/input/ext_data/fairface/train/826.jpg
2,1,/opt/ml/input/ext_data/fairface/train/857.jpg
1,1,/opt/ml/input/ext_data/fairface/train/864.jpg
1,1,/opt/ml/input/ext_data/fairface/train/881.jpg
0,1,/opt/ml/input/ext_data/fairface/train/910.jpg
1,1,/opt/ml/input/ext_data/fairface/train/941.jpg
0,1,/opt/ml/input/ext_data/fairface/train/943.jpg
1,1,/opt/ml/input/ext_data/fairface/train/949.jpg
1,0,/opt/ml/input/ext_data/fairface/train/971.jpg
0,0,/opt/ml/input/ext_data/fairface/train/973.jpg
0,1,/opt/ml/input/ext_data/fairface/train/978.jpg
1,1,/opt/ml/input/ext_data/fairface/train/986.jpg
0,0,/opt/ml/input/ext_data/fairface/train/989.jpg
1,0,/opt/ml/input/ext_data/fairface/train/991.jpg
1,0,/opt/ml/input/ext_data/fairface/train/1005.jpg
1,1,/opt/ml/input/ext_data/fairface/train/1011.jpg
0,0,/opt/ml/input/ext_data/fairface/train/1013.jpg
2,1,/opt/ml/input/ext_data/fairface/train/1015.jpg
0,1,/opt/ml/input/ext_data/fairface/train/1021.jpg
0,1,/opt/ml/input/ext_data/fairface/train/1026.jpg
1,0,/opt/ml/input/ext_data/fairface/train/1028.jpg
0,0,/opt/ml/input/ext_data/fairface/train/1036.jpg
1,0,/opt/ml/input/ext_data/fairface/train/1061.jpg
0,0,/opt/ml/input/ext_data/fairface/train/1064.jpg
0,1,/opt/ml/input/ext_data/fairface/train/1098.jpg
1,0,/opt/ml/input/ext_data/fairface/train/1105.jpg
0,1,/opt/ml/input/ext_data/fairface/train/1125.jpg
1,1,/opt/ml/input/ext_data/fairface/train/1127.jpg
1,1,/opt/ml/input/ext_data/fairface/train/1139.jpg
1,1,/opt/ml/input/ext_data/fairface/train/1141.jpg
2,0,/opt/ml/input/ext_data/fairface/train/1143.jpg
0,0,/opt/ml/input/ext_data/fairface/train/1154.jpg
1,0,/opt/ml/input/ext_data/fairface/train/1158.jpg
0,0,/opt/ml/input/ext_data/fairface/train/1167.jpg
1,0,/opt/ml/input/ext_data/fairface/train/1175.jpg
1,1,/opt/ml/input/ext_data/fairface/train/1206.jpg
0,1,/opt/ml/input/ext_data/fairface/train/1208.jpg
0,0,/opt/ml/input/ext_data/fairface/train/1211.jpg
0,1,/opt/ml/input/ext_data/fairface/train/1213.jpg
1,1,/opt/ml/input/ext_data/fairface/train/1216.jpg
1,0,/opt/ml/input/ext_data/fairface/train/1230.jpg
0,1,/opt/ml/input/ext_data/fairface/train/1231.jpg
1,1,/opt/ml/input/ext_data/fairface/train/1239.jpg
1,1,/opt/ml/input/ext_data/fairface/train/1245.jpg
0,0,/opt/ml/input/ext_data/fairface/train/1266.jpg
2,0,/opt/ml/input/ext_data/fairface/train/1284.jpg
0,1,/opt/ml/input/ext_data/fairface/train/1297.jpg
0,1,/opt/ml/input/ext_data/fairface/train/1318.jpg
0,0,/opt/ml/input/ext_data/fairface/train/1328.jpg
0,0,/opt/ml/input/ext_data/fairface/train/1344.jpg
1,0,/opt/ml/input/ext_data/fairface/train/1351.jpg
0,1,/opt/ml/input/ext_data/fairface/train/1353.jpg
0,1,/opt/ml/input/ext_data/fairface/train/1362.jpg
0,0,/opt/ml/input/ext_data/fairface/train/1364.jpg
0,1,/opt/ml/input/ext_data/fairface/train/1389.jpg
0,1,/opt/ml/input/ext_data/fairface/train/1392.jpg
0,1,/opt/ml/input/ext_data/fairface/train/1396.jpg
1,0,/opt/ml/input/ext_data/fairface/train/1397.jpg
1,0,/opt/ml/input/ext_data/fairface/train/1419.jpg
1,1,/opt/ml/input/ext_data/fairface/train/1421.jpg
1,0,/opt/ml/input/ext_data/fairface/train/1430.jpg
0,1,/opt/ml/input/ext_data/fairface/train/1436.jpg
0,1,/opt/ml/input/ext_data/fairface/train/1439.jpg
0,1,/opt/ml/input/ext_data/fairface/train/1454.jpg
0,0,/opt/ml/input/ext_data/fairface/train/1457.jpg
1,0,/opt/ml/input/ext_data/fairface/train/1473.jpg
0,1,/opt/ml/input/ext_data/fairface/train/1475.jpg
0,1,/opt/ml/input/ext_data/fairface/train/1490.jpg
0,1,/opt/ml/input/ext_data/fairface/train/1500.jpg
1,0,/opt/ml/input/ext_data/fairface/train/1502.jpg
0,0,/opt/ml/input/ext_data/fairface/train/1512.jpg
1,0,/opt/ml/input/ext_data/fairface/train/1521.jpg
1,0,/opt/ml/input/ext_data/fairface/train/1523.jpg
0,1,/opt/ml/input/ext_data/fairface/train/1526.jpg
1,0,/opt/ml/input/ext_data/fairface/train/1528.jpg
0,1,/opt/ml/input/ext_data/fairface/train/1555.jpg
