,gender,age,path,name,label
0,female,45,/opt/ml/input/data/train/images/000001_female_Asian_45/mask5.jpg,mask5.jpg,4
1,female,45,/opt/ml/input/data/train/images/000001_female_Asian_45/incorrect_mask.jpg,incorrect_mask.jpg,10
2,female,45,/opt/ml/input/data/train/images/000001_female_Asian_45/mask4.jpg,mask4.jpg,4
3,female,45,/opt/ml/input/data/train/images/000001_female_Asian_45/mask2.jpg,mask2.jpg,4
4,female,45,/opt/ml/input/data/train/images/000001_female_Asian_45/normal.jpg,normal.jpg,16
5,female,45,/opt/ml/input/data/train/images/000001_female_Asian_45/mask1.jpg,mask1.jpg,4
6,female,45,/opt/ml/input/data/train/images/000001_female_Asian_45/mask3.jpg,mask3.jpg,4
7,female,45,/opt/ml/input/data/train/images/000001_female_Asian_45/.ipynb_checkpoints,.ipynb_checkpoints,
8,female,52,/opt/ml/input/data/train/images/000002_female_Asian_52/mask5.jpg,mask5.jpg,4
9,female,52,/opt/ml/input/data/train/images/000002_female_Asian_52/incorrect_mask.jpg,incorrect_mask.jpg,10
10,female,52,/opt/ml/input/data/train/images/000002_female_Asian_52/mask4.jpg,mask4.jpg,4
11,female,52,/opt/ml/input/data/train/images/000002_female_Asian_52/mask2.jpg,mask2.jpg,4
12,female,52,/opt/ml/input/data/train/images/000002_female_Asian_52/normal.jpg,normal.jpg,16
13,female,52,/opt/ml/input/data/train/images/000002_female_Asian_52/mask1.jpg,mask1.jpg,4
14,female,52,/opt/ml/input/data/train/images/000002_female_Asian_52/mask3.jpg,mask3.jpg,4
15,male,54,/opt/ml/input/data/train/images/000004_male_Asian_54/mask5.jpg,mask5.jpg,1
16,male,54,/opt/ml/input/data/train/images/000004_male_Asian_54/incorrect_mask.jpg,incorrect_mask.jpg,7
17,male,54,/opt/ml/input/data/train/images/000004_male_Asian_54/mask4.jpg,mask4.jpg,1
18,male,54,/opt/ml/input/data/train/images/000004_male_Asian_54/mask2.jpg,mask2.jpg,1
19,male,54,/opt/ml/input/data/train/images/000004_male_Asian_54/normal.jpg,normal.jpg,13
20,male,54,/opt/ml/input/data/train/images/000004_male_Asian_54/mask1.jpg,mask1.jpg,1
21,male,54,/opt/ml/input/data/train/images/000004_male_Asian_54/mask3.jpg,mask3.jpg,1
22,female,58,/opt/ml/input/data/train/images/000005_female_Asian_58/mask5.jpg,mask5.jpg,4
23,female,58,/opt/ml/input/data/train/images/000005_female_Asian_58/incorrect_mask.jpg,incorrect_mask.jpg,10
24,female,58,/opt/ml/input/data/train/images/000005_female_Asian_58/mask4.jpg,mask4.jpg,4
25,female,58,/opt/ml/input/data/train/images/000005_female_Asian_58/mask2.jpg,mask2.jpg,4
26,female,58,/opt/ml/input/data/train/images/000005_female_Asian_58/normal.jpg,normal.jpg,16
27,female,58,/opt/ml/input/data/train/images/000005_female_Asian_58/mask1.jpg,mask1.jpg,4
28,female,58,/opt/ml/input/data/train/images/000005_female_Asian_58/mask3.jpg,mask3.jpg,4
29,female,59,/opt/ml/input/data/train/images/000006_female_Asian_59/mask5.jpg,mask5.jpg,4
