id,gender,race,age,path
001482,female,Asian,60,001482_female_Asian_60
006129,male,Asian,20,006129_male_Asian_20
001464-1,female,Asian,56,001464-1_female_Asian_56
001282,female,Asian,18,001282_female_Asian_18
001258,female,Asian,21,001258_female_Asian_21
006603,male,Asian,19,006603_male_Asian_19
003294,female,Asian,19,003294_female_Asian_19
001663,male,Asian,23,001663_male_Asian_23
006360,female,Asian,18,006360_female_Asian_18
001287,male,Asian,26,001287_male_Asian_26
003195,female,Asian,19,003195_female_Asian_19
001987,female,Asian,48,001987_female_Asian_48
003397,female,Asian,20,003397_female_Asian_20
003170,female,Asian,20,003170_female_Asian_20
003889,female,Asian,35,003889_female_Asian_35
003009,female,Asian,20,003009_female_Asian_20
000641,female,Asian,57,000641_female_Asian_57
001190,male,Asian,24,001190_male_Asian_24
003509,male,Asian,54,003509_male_Asian_54
000528,female,Asian,51,000528_female_Asian_51
001596,male,Asian,26,001596_male_Asian_26
001156,female,Asian,58,001156_female_Asian_58
003702,female,Asian,60,003702_female_Asian_60
000675,female,Asian,59,000675_female_Asian_59
001809,male,Asian,24,001809_male_Asian_24
003307,female,Asian,19,003307_female_Asian_19
003701,male,Asian,60,003701_male_Asian_60
003178,female,Asian,20,003178_female_Asian_20
006729,male,Asian,19,006729_male_Asian_19
003165,female,Asian,20,003165_female_Asian_20
001922,male,Asian,42,001922_male_Asian_42
001043-1,male,Asian,23,001043-1_male_Asian_23
006664,male,Asian,19,006664_male_Asian_19
000075,female,Asian,56,000075_female_Asian_56
003558,female,Asian,45,003558_female_Asian_45
001152,male,Asian,60,001152_male_Asian_60
001917,male,Asian,53,001917_male_Asian_53
006470,female,Asian,18,006470_female_Asian_18
006589,female,Asian,20,006589_female_Asian_20
006417,female,Asian,18,006417_female_Asian_18
003765,male,Asian,57,003765_male_Asian_57
001217,female,Asian,25,001217_female_Asian_25
001518,male,Asian,60,001518_male_Asian_60
003746,male,Asian,50,003746_male_Asian_50
000297,female,Asian,53,000297_female_Asian_53
000730,female,Asian,51,000730_female_Asian_51
000722,female,Asian,56,000722_female_Asian_56
001133,male,Asian,56,001133_male_Asian_56
001565,male,Asian,60,001565_male_Asian_60
005018,female,Asian,49,005018_female_Asian_49
001603,male,Asian,23,001603_male_Asian_23
003304,female,Asian,19,003304_female_Asian_19
003648,male,Asian,59,003648_male_Asian_59
003297,female,Asian,20,003297_female_Asian_20
