id,gender,race,age,path
001620,male,Asian,45,001620_male_Asian_45
005521,female,Asian,50,005521_female_Asian_50
000808,male,Asian,54,000808_male_Asian_54
006564,male,Asian,19,006564_male_Asian_19
000240,male,Asian,57,000240_male_Asian_57
003882,female,Asian,36,003882_female_Asian_36
001809,male,Asian,24,001809_male_Asian_24
001495-1,male,Asian,21,001495-1_male_Asian_21
005429,female,Asian,42,005429_female_Asian_42
000606,female,Asian,58,000606_female_Asian_58
004440,female,Asian,25,004440_female_Asian_25
004448,male,Asian,24,004448_male_Asian_24
000046,male,Asian,55,000046_male_Asian_55
006147,male,Asian,19,006147_male_Asian_19
003047,female,Asian,20,003047_female_Asian_20
003756,female,Asian,48,003756_female_Asian_48
006653,male,Asian,19,006653_male_Asian_19
000613,male,Asian,51,000613_male_Asian_51
001570,male,Asian,60,001570_male_Asian_60
003329,female,Asian,19,003329_female_Asian_19
001423,male,Asian,53,001423_male_Asian_53
005027,female,Asian,53,005027_female_Asian_53
001663,male,Asian,23,001663_male_Asian_23
003169,female,Asian,20,003169_female_Asian_20
001364,male,Asian,28,001364_male_Asian_28
003356,female,Asian,19,003356_female_Asian_19
000554,female,Asian,54,000554_female_Asian_54
004310,female,Asian,58,004310_female_Asian_58
001812,male,Asian,21,001812_male_Asian_21
005003,female,Asian,45,005003_female_Asian_45
001040,male,Asian,30,001040_male_Asian_30
001355,female,Asian,22,001355_female_Asian_22
003785,female,Asian,50,003785_female_Asian_50
003348,female,Asian,20,003348_female_Asian_20
001223,female,Asian,21,001223_female_Asian_21
004424,male,Asian,19,004424_male_Asian_19
006222,male,Asian,19,006222_male_Asian_19
001906,female,Asian,50,001906_female_Asian_50
001804,female,Asian,23,001804_female_Asian_23
006499,female,Asian,18,006499_female_Asian_18
003731,female,Asian,60,003731_female_Asian_60
001420,male,Asian,49,001420_male_Asian_49
000783,male,Asian,58,000783_male_Asian_58
001286,female,Asian,23,001286_female_Asian_23
004273,female,Asian,59,004273_female_Asian_59
001197,male,Asian,25,001197_male_Asian_25
005425,female,Asian,40,005425_female_Asian_40
001475,female,Asian,60,001475_female_Asian_60
001496-1,male,Asian,21,001496-1_male_Asian_21
004371,female,Asian,56,004371_female_Asian_56
006582,female,Asian,20,006582_female_Asian_20
006341,female,Asian,18,006341_female_Asian_18
001405,male,Asian,55,001405_male_Asian_55
005028,male,Asian,52,005028_male_Asian_52
001774,female,Asian,58,001774_female_Asian_58
006087,male,Asian,18,006087_male_Asian_18
005436,female,Asian,52,005436_female_Asian_52
000304,female,Asian,51,000304_female_Asian_51
004306,female,Asian,42,004306_female_Asian_42
005558,male,Asian,52,005558_male_Asian_52
001594,male,Asian,58,001594_male_Asian_58
005015,female,Asian,59,005015_female_Asian_59
005503,female,Asian,55,005503_female_Asian_55
005406,male,Asian,24,005406_male_Asian_24
003542,male,Asian,58,003542_male_Asian_58
001246,male,Asian,22,001246_male_Asian_22
001767,female,Asian,50,001767_female_Asian_50
001190,male,Asian,24,001190_male_Asian_24
001596,male,Asian,26,001596_male_Asian_26
001641,male,Asian,18,001641_male_Asian_18
003158,female,Asian,20,003158_female_Asian_20
003272,female,Asian,19,003272_female_Asian_19
001456,male,Asian,57,001456_male_Asian_57
004309,female,Asian,56,004309_female_Asian_56
006094,male,Asian,19,006094_male_Asian_19
004237,female,Asian,59,004237_female_Asian_59
006447,female,Asian,18,006447_female_Asian_18
000267,male,Asian,58,000267_male_Asian_58
003545,male,Asian,54,003545_male_Asian_54
001378,female,Asian,55,001378_female_Asian_55
004336,male,Asian,35,004336_male_Asian_35
003242,female,Asian,20,003242_female_Asian_20
006460,female,Asian,18,006460_female_Asian_18
001827,male,Asian,18,001827_male_Asian_18
004471,female,Asian,20,004471_female_Asian_20
001076,male,Asian,48,001076_male_Asian_48
006424,female,Asian,18,006424_female_Asian_18
006727,male,Asian,20,006727_male_Asian_20
004446,male,Asian,40,004446_male_Asian_40
003771,male,Asian,55,003771_male_Asian_55
001084,female,Asian,26,001084_female_Asian_26
006682,male,Asian,19,006682_male_Asian_19
006259,female,Asian,20,006259_female_Asian_20
001525,female,Asian,60,001525_female_Asian_60
000228,female,Asian,56,000228_female_Asian_56
005452,female,Asian,58,005452_female_Asian_58
006493,female,Asian,18,006493_female_Asian_18
005221,male,Asian,21,005221_male_Asian_21
006170,female,Asian,20,006170_female_Asian_20
001752,male,Asian,53,001752_male_Asian_53
005266,male,Asian,22,005266_male_Asian_22
006380,male,Asian,19,006380_male_Asian_19
006268,female,Asian,20,006268_female_Asian_20
001082,female,Asian,51,001082_female_Asian_51
005145,female,Asian,30,005145_female_Asian_30
003874,male,Asian,60,003874_male_Asian_60
003479,male,Asian,25,003479_male_Asian_25
000541,female,Asian,35,000541_female_Asian_35
003160,female,Asian,19,003160_female_Asian_19
001187,female,Asian,50,001187_female_Asian_50
